[ 2012-07-25T10:40:22+08:00 ] /gowb/admin.php/Public/login | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.000817s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000883s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000530s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.000916s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003684s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.000776s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001025s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001543s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001823s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001007s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001200s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004541s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000496s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001495s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001689s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.021452s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021695s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.001261s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000845s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000676s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.000923s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004239s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.000837s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001019s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001313s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001544s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002426s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002652s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.005012s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000764s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001327s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001613s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.020514s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020730s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.001018s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000790s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000804s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.000962s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004102s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.001098s ]
[ 2012-07-25T11:12:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001358s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.002653s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.003810s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001129s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001310s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004708s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000713s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001601s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001835s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.022545s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022748s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.001027s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.003430s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000861s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.001020s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007308s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.001255s ]
[ 2012-07-25T11:14:23+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001456s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001270s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001509s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000979s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001156s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.003503s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000613s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001665s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.002301s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.021201s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021404s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.000767s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000747s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000448s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.001186s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003737s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.000864s ]
[ 2012-07-25T11:14:33+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001050s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001162s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001381s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000967s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001147s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004084s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000571s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001697s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001915s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.018195s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018425s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.000806s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000735s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000447s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.000866s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003350s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.000732s ]
[ 2012-07-25T11:14:37+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001009s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001153s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001367s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001118s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001327s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.003664s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000686s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001553s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001742s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.020666s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020867s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.000764s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000830s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000571s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.000896s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003615s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.000756s ]
[ 2012-07-25T11:16:07+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.000937s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001612s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001848s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001313s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001502s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.003654s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000544s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001925s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.002144s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.023031s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023296s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.000825s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000978s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000707s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.001038s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004080s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.001038s ]
[ 2012-07-25T11:17:51+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001229s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001782s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.002261s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001304s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001497s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004329s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000556s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001545s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001740s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.024145s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024366s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.001025s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000990s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000695s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.001085s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004336s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.000983s ]
[ 2012-07-25T11:21:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001203s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.004195s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.004421s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001717s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001948s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004048s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000587s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001518s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001717s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.021404s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021666s ]
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:22:18+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.000841s ]
